,quantity,unit_price,discount_percent,shipping_cost,Year,rating,customer_segment_Gold,customer_segment_Premium,product_name_External HDD,product_name_Gaming Chair,product_name_Headphones,product_name_Keyboard,product_name_Laptop,product_name_Monitor,product_name_Mouse,product_name_Phone Stand,product_name_Power Bank,product_name_Printer,product_name_Router,product_name_Smart Watch,product_name_Speakers,product_name_Tablet,subtotal,discount_amount,Revenue
8470,5,6252.9,0.33,18.17,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31264.5,10317.285,20965.385
8471,1,3503.36,0.23,15.38,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3503.36,805.7728000000001,2712.9672
8472,2,818.56,0.12,36.26,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.12,196.4544,1476.9255999999998
8473,3,204.68,0.226172997290527,66.02,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.04,138.8792672562752,541.1807327437248
8474,8,5167.63,0.36,73.83,2023,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41341.04,14882.7744,26532.0956
8476,6,11618.26,0.37,9.41,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69709.56,25792.5372,43926.4328
8478,4,219.68,0.06,3.38,2023,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.72,52.7232,829.3768
8479,7,13504.16,0.16,45.67,2023,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94529.12,15124.6592,79450.1308
8480,9,879.55,0.13,79.22,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7915.95,1029.0735,6966.096500000001
8481,4,8883.05,0.19,68.75,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35532.2,6751.1179999999995,28849.832
8482,2,9447.351521955212,0.26,80.16,2023,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18894.703043910424,4912.62279141671,14062.240252493713
8483,1,225.79,0.13,58.78,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.79,29.3527,255.2173
8484,1,9042.02,0.09,76.48,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9042.02,813.7818,8304.7182
8485,2,2709.95,0.226172997290527,49.66,2024,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5419.9,1225.8350280149273,4243.724971985072
8486,1,209.24,0.33,69.26,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.24,69.04920000000001,209.45080000000002
8487,2,2254.2,0.14,96.49,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4508.4,631.176,3973.7139999999995
8488,8,3228.97,0.37,2.45,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25831.76,9557.751199999999,16276.4588
8490,2,4173.07,0.18,72.21,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8346.14,1502.3051999999998,6916.0448
8492,7,3742.23,0.35,73.8,2023,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26195.61,9168.4635,17100.946500000002
8493,6,9447.351521955212,0.14,25.12,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56684.10913173127,7935.775278442378,48773.45385328889
8494,1,3348.78,0.29,60.18,2023,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3348.78,971.1462,2437.8138
8495,5,3903.11,0.34,61.82,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19515.55,6635.287,12942.082999999999
8496,10,727.01,0.36,46.04,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7270.1,2617.236,4698.904
8499,5,833.14,0.25,21.47,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165.7,1041.425,3145.7449999999994
8500,5,13234.97,0.03,61.51,2024,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66174.84999999999,1985.2454999999998,64251.114499999996
8501,6,3880.47,0.07,2.62,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23282.82,1629.7974000000002,21655.6426
8503,1,3497.92,0.17,76.75,2024,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3497.92,594.6464000000001,2980.0236
8505,2,4245.72,0.226172997290527,21.9,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8491.44,1920.5344361126727,6592.8055638873275
8506,6,6897.01,0.28,1.31,2024,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41382.06,11586.9768,29796.3932
8507,9,3617.57,0.25,86.84,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32558.13,8139.5325,24505.4375
8508,2,4004.78,0.24,51.67,2023,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8009.56,1922.2944,6138.935600000001
8510,1,3988.4,0.36,92.78,2023,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3988.4,1435.824,2645.356
8511,7,6435.55,0.24,34.9,2024,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45048.85,10811.724,34272.026
8512,7,2710.29,0.34,29.05,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18972.03,6450.4902,12550.589799999998
8513,5,9447.351521955212,0.39,48.33,2024,3.78987608752966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47236.75760977606,18422.335467812663,28862.7521419634
8514,6,2942.51,0.02,5.47,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17655.06,353.1012,17307.4288
8515,9,2571.06,0.05,57.14,2024,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23139.54,1156.977,22039.703
8518,7,1909.93,0.226172997290527,16.88,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13369.51,3023.822149005674,10362.567850994326
8519,2,752.36,0.3,3.06,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.72,451.416,1056.364
8520,3,3205.88,0.08,5.37,2023,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9617.64,769.4112,8853.5988
8521,1,2296.91,0.35,18.33,2024,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.91,803.9184999999999,1511.3215
8522,4,721.52,0.09,13.15,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.08,259.74719999999996,2639.4828
8523,10,5790.83,0.03,67.7,2023,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57908.3,1737.249,56238.751
8525,6,832.68,0.32,13.17,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.08,1598.7456,3410.5044
8527,1,3251.96,0.08,42.05,2023,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3251.96,260.15680000000003,3033.8532
8528,6,210.86,0.226172997290527,43.96,2024,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.16,286.1450292520832,1022.9749707479169
8531,9,798.0,0.16,99.55,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7182.0,1149.1200000000001,6132.43
8532,5,16998.29,0.14,59.13,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84991.45000000001,11898.803000000004,73151.77700000002
8534,3,3899.65,0.33,49.39952138694063,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11698.95,3860.6535000000003,7887.696021386941
8535,1,4000.0,0.08,51.18,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,320.0,3731.18
8537,2,13797.01,0.07,93.17,2024,3.78987608752966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27594.02,1931.5814000000003,25755.6086
8538,1,13609.47,0.01,0.82,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13609.47,136.0947,13474.1953
8539,1,16650.44,0.226172997290527,34.62,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16650.44,3765.879921006082,12919.180078993917
8540,2,13272.19,0.04,37.99,2024,3.78987608752966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26544.38,1061.7752,25520.594800000003
8543,1,818.75,0.37,39.37,2023,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.75,302.9375,555.1825
8544,2,23266.54,0.17,42.84,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46533.08,7910.623600000001,38665.2964
8546,8,6454.15,0.16,32.03,2023,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51633.2,8261.312,43403.918
8547,1,2167.29,0.38,64.53,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2167.29,823.5702,1408.2497999999998
8548,10,13206.73,0.27,28.48,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,132067.3,35658.171,96437.60899999998
8549,10,2692.19,0.14,44.94,2023,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26921.9,3769.0660000000007,23197.774
8550,3,8092.74,0.17,15.63,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24278.22,4127.2974,20166.552600000003
8552,3,16764.57,0.09,71.2,2024,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50293.71,4526.4339,45838.4761
8554,10,5688.79,0.38,90.09,2023,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56887.9,21617.402000000002,35360.587999999996
8555,10,2323.9,0.15,74.04,2024,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23239.0,3485.85,19827.190000000002
8558,1,196.01,0.1,47.36,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.01,19.601,223.769
8559,2,10568.19,0.1,13.43,2024,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21136.38,2113.6380000000004,19036.172000000002
8561,1,2723.2,0.35,13.56,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2723.2,953.1199999999999,1783.6399999999999
8562,2,220.28,0.226172997290527,49.81,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.56,99.64277568631458,390.72722431368544
8563,2,3012.07,0.1,24.8,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6024.14,602.4140000000001,5446.526000000001
8564,3,197.66,0.12,71.59,2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.98,71.1576,593.4124
8565,1,877.31,0.12,20.01,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,877.31,105.2772,792.0427999999999
8566,3,1000.0,0.28,91.0,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,840.0000000000001,2251.0
8567,7,9447.351521955212,0.01,36.79,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66131.46065368649,661.3146065368649,65506.936047149626
8570,6,892.7,0.226172997290527,48.53,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5356.200000000001,1211.4278080875208,4193.302191912479
8571,5,9447.351521955212,0.15,58.38,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47236.75760977606,7085.513641466409,40209.62396830965
8572,1,2130.21,0.3,13.71,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2130.21,639.063,1504.857
8578,8,2134.21,0.33,52.75,2024,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17073.68,5634.3144,11492.115600000001
8579,7,7152.72,0.31,17.81,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50069.04,15521.4024,34565.4476
8580,8,8796.98,0.3,41.78,2024,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70375.84,21112.751999999997,49304.868
8581,1,2226.43,0.19,69.83,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2226.43,423.02169999999995,1873.2382999999998
8584,1,4415.8,0.35,35.82,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4415.8,1545.53,2906.0900000000006
8585,1,26025.01,0.01,8.35,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26025.01,260.2501,25773.109899999996
8587,6,7541.16,0.15,45.48,2024,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45246.96,6787.044,38505.396
8589,4,11214.89,0.34,26.31,2023,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44859.56,15252.2504,29633.619599999998
8590,10,2227.86,0.34,58.48,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22278.600000000002,7574.724000000001,14762.356
8591,1,3109.3,0.02,82.15,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3109.3,62.18600000000001,3129.264
8592,4,9447.351521955212,0.32,76.9,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37789.40608782085,12092.609948102672,25773.696139718177
8593,2,2994.81,0.27,21.94,2023,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5989.62,1617.1974,4394.3625999999995
8595,8,27218.42,0.11,78.2,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,217747.36,23952.2096,193873.3504
8596,2,2047.11,0.36,8.2,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4094.22,1473.9191999999998,2628.5008
8598,7,2458.18,0.17,48.86,2023,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17207.26,2925.2342,14330.8858
8599,2,11252.06,0.16,-18.47,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22504.12,3600.6592,18884.9908
8600,4,2548.36,0.21,6.03,2023,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10193.44,2140.6224,8058.8476
8601,1,54003.12,0.06,16.97,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54003.12,3240.1872,50779.9028
8602,5,764.53,0.27,13.8,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3822.6499999999996,1032.1154999999999,2804.3345
8603,6,826.62,0.11,7.56,2024,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4959.72,545.5692,4421.710800000001
8604,8,856.45,0.22,36.22,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6851.6,1507.352,5380.468000000001
8605,10,21548.62,0.08,90.37,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215486.19999999998,17238.896,198337.67399999997
8606,6,204.31,0.07,25.76,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.8600000000001,85.81020000000002,1165.8098
8607,1,25969.88,0.09,97.38,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25969.88,2337.2892,23729.970800000003
8609,1,802.93,0.18,81.44,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,802.93,144.52739999999997,739.8426
8610,6,60000.0,0.09,68.13,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,360000.0,32400.0,327668.13
8611,6,12447.38,0.09,18.7,2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74684.28,6721.5851999999995,67981.3948
8612,3,8637.6,0.27,38.89,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25912.800000000003,6996.456000000001,18955.234
8613,1,4013.82,0.01,27.97,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4013.82,40.138200000000005,4001.6518
8614,9,5256.93,0.25,76.85,2023,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47312.37,11828.0925,35561.1275
8616,10,4562.73,0.29,52.13,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45627.299999999996,13231.916999999998,32447.513
8617,5,2320.58,0.38,64.86,2023,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11602.9,4409.102,7258.657999999999
8618,7,5640.27,0.06,92.51,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39481.89,2368.9134,37205.486600000004
8619,7,877.31,0.18,83.79,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6141.17,1105.4106,5119.5494
8620,1,9034.14,0.13,60.12,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9034.14,1174.4382,7919.821799999999
8622,6,761.38,0.11,25.27,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4568.28,502.51079999999996,4091.0391999999997
8623,2,869.6,0.26,57.71,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.2,452.192,1344.718
8625,2,14075.09,0.4,77.33,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28150.18,11260.072,16967.438000000002
8626,5,1720.64,0.226172997290527,35.63,2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8603.2,1945.811530289862,6693.018469710139
8627,1,10667.98,0.36,36.06,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10667.98,3840.4727999999996,6863.5672
8628,2,3430.88,0.31,86.89,2023,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6861.76,2127.1456,4821.504400000001
8629,8,8736.44,0.33,20.98,2024,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69891.52,23064.201600000004,46848.29840000001
8630,2,2253.89,0.02,19.28,2024,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4507.78,90.15559999999999,4436.904399999999
8631,6,13153.44,0.07,47.47,2023,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78920.64,5524.4448,73443.6652
8633,2,7935.25,0.27,92.34,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15870.5,4285.035,11677.805
8634,4,56552.05,0.33,11.27,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226208.2,74648.706,151570.764
8635,9,3226.81,0.27,83.32,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29041.29,7841.148300000001,21283.4617
8636,6,3884.89,0.02,94.64,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23309.34,466.1868,22937.7932
8637,8,11376.98,0.17,9.09,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91015.84,15472.6928,75552.23719999999
8638,4,15641.98,0.226172997290527,35.11,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62567.92,14151.17400063391,48451.85599936609
8639,1,887.08,0.19,40.9,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,887.08,168.54520000000002,759.4348
